TiO2_wt,TiO2_fine_frac,ZrO2_wt,BaSO4_wt,SiO2_wt,Lime_wt,K_solar,eps_window,K_solar_norm,eps_window_norm,dual_obj,pareto_flag,row_rank
25,0.6,10,20.0,5.0,40.0,3.8328984015909864,0.8862686069734822,0.7792262688362137,0.9983995579789282,0.888812913407571,False,20
25,0.7,5,20.0,5.0,45.0,3.830111564549314,0.8853451899221382,0.7786597063025092,0.9973593099450501,0.8880095081237797,False,21
30,0.5,5,15.0,5.0,45.0,3.7946885182757,0.8843959994531514,0.771458219258881,0.9962900276335503,0.8838741234462157,False,22
30,0.5,0,25.0,5.0,40.0,3.7303127511897545,0.8876893022344339,0.758370659001863,0.9999999999999998,0.8791853295009313,True,23
30,0.4,10,15.0,5.0,40.0,3.729916394160561,0.8853750127871034,0.7582900798221859,0.9973929060071972,0.8778414929146916,False,24
25,0.5,15,15.0,5.0,40.0,3.7001250999946746,0.8850626164538221,0.752233525078379,0.9970409852028178,0.8746372551405984,False,25
25,0.6,10,15.0,5.0,45.0,3.7027665758702804,0.884039869673951,0.752770535761969,0.9958888402154932,0.874329687988731,False,26
25,0.7,5,15.0,5.0,50.0,3.7051998221693108,0.8828667760336756,0.7532652134800024,0.99456732644111,0.8739162699605563,False,27
25,0.7,0,25.0,5.0,45.0,3.640492364011451,0.886604795176245,0.7401102205990809,0.9987782808067426,0.8694442507029118,True,28
25,0.6,5,25.0,5.0,40.0,3.6352634967294644,0.8874349788724851,0.7390471945766091,0.999713499575461,0.8693803470760351,True,29
30,0.5,0,20.0,5.0,45.0,3.605656807347387,0.8856664927208081,0.7330281698901701,0.9977212640632998,0.865374716976735,False,30
20,0.7,15,20.0,5.0,40.0,3.6036310230139623,0.8859740088327344,0.7326163289796607,0.9980676871993589,0.8653420080895098,False,31
30,0.4,5,20.0,5.0,40.0,3.5333994111041207,0.8865510843749693,0.7183382784891643,0.9987177744999295,0.858528026494547,False,32
25,0.7,0,20.0,5.0,50.0,3.522566853206381,0.8842886216137391,0.7161360250537212,0.9961690643199879,0.8561525446868545,False,33
25,0.6,5,20.0,5.0,45.0,3.512709486370842,0.8853451899221382,0.714132027458424,0.9973593099450501,0.8557456687017371,False,34
25,0.5,10,20.0,5.0,40.0,3.5020147405989066,0.8862686069734822,0.7119577911571023,0.9983995579789282,0.8551786745680152,False,35
30,0.5,0,15.0,5.0,50.0,3.4890627211046703,0.883276509944093,0.7093246522718665,0.9950288999999961,0.8521767761359313,False,36
20,0.7,15,15.0,5.0,45.0,3.4801836572113825,0.883667104336702,0.7075195431603248,0.9954689125039498,0.8514942278321374,False,37
20,0.7,10,25.0,5.0,40.0,3.4058543856601573,0.8871699258549586,0.6924084405774509,0.999414911976332,0.8459116762768915,False,38
30,0.4,5,15.0,5.0,45.0,3.414494962430478,0.8843959994531514,0.694165065379855,0.9962900276335503,0.8452275465067027,False,39
25,0.7,0,15.0,5.0,55.0,3.412041491379858,0.8815075533239872,0.6936662759802511,0.9930361344956095,0.8433512052379303,False,40
25,0.6,5,15.0,5.0,50.0,3.3981492039815278,0.8828667760336756,0.6908419811149065,0.99456732644111,0.8427046537780083,False,41
25,0.5,10,15.0,5.0,45.0,3.3831168403295453,0.8840398696739509,0.6877859093350072,0.9958888402154931,0.8418373747752501,False,42
