wavelength_nm,R_Optimal,R_TiO2-only_control,R_Plain_lime,R_Purdue_benchmark
1815.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1820.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1825.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1830.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1835.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1840.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1845.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1850.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1855.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1860.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1865.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1870.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1875.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1880.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1885.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1890.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1895.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1900.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1905.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1910.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1915.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1920.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1925.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1930.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1935.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1940.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1945.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1950.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1955.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1960.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1965.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1970.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1975.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1980.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1985.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1990.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1995.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2000.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2005.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2010.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2015.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2020.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2025.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2030.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2035.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2040.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2045.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2050.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2055.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2060.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2065.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2070.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2075.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2080.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2085.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2090.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2095.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2100.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2105.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2110.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2115.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2120.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2125.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2130.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2135.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2140.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
2145.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
